id,target
300463,0
300464,1
300465,0
300466,1
300467,0
300468,0
300469,0
300470,0
300471,1
300472,1
300473,1
300474,1
300475,1
300476,1
300477,1
300478,0
300479,0
300480,1
300481,0
300482,1
300483,1
300484,1
300485,0
300486,1
300487,1
300488,1
300489,1
300490,0
300491,1
300492,1
300493,1
300494,1
300495,1
300496,1
300497,1
300498,1
300499,0
300500,1
300501,1
300502,1
300503,0
300504,1
300505,1
300506,1
300507,1
300508,1
300509,1
300510,0
300511,0
300512,1
300513,1
300514,1
300515,0
300516,0
300517,1
300518,0
300519,0
300520,1
300521,1
300522,1
300523,1
300524,1
300525,0
300526,1
300527,1
300528,1
300529,0
300530,1
300531,1
300532,1
300533,0
300534,0
300535,1
300536,1
300537,1
300538,0
300539,0
300540,1
300541,0
300542,0
300543,1
300544,0
300545,1
300546,1
300547,1
300548,1
300549,0
300550,0
300551,1
300552,1
300553,1
300554,0
300555,1
300556,0
300557,0
300558,1
300559,0
300560,0
300561,1
300562,1
300563,1
300564,1
300565,0
300566,1
300567,0
300568,0
300569,1
300570,1
300571,0
300572,1
300573,0
300574,1
300575,0
300576,1
300577,1
300578,0
300579,1
300580,0
300581,1
300582,1
300583,1
300584,1
300585,1
300586,0
300587,0
300588,1
300589,1
300590,1
300591,1
300592,1
300593,1
300594,0
300595,0
300596,1
300597,0
300598,0
300599,0
300600,1
300601,0
300602,1
300603,1
300604,1
300605,1
300606,0
300607,1
300608,1
300609,1
300610,1
300611,1
300612,1
300613,1
300614,0
300615,1
300616,0
300617,0
300618,1
300619,0
300620,0
300621,1
300622,1
300623,0
300624,0
300625,1
300626,1
300627,0
300628,0
300629,0
300630,1
300631,1
300632,0
300633,0
300634,0
300635,1
300636,0
300637,1
300638,1
300639,1
300640,1
300641,1
300642,1
300643,1
300644,1
300645,1
300646,0
300647,1
300648,1
300649,1
300650,1
300651,1
300652,0
300653,1
300654,1
300655,1
300656,1
300657,0
300658,1
300659,1
300660,0
300661,0
300662,0
300663,1
300664,1
300665,1
300666,1
300667,1
300668,1
300669,1
300670,0
300671,1
300672,1
300673,0
300674,1
300675,1
300676,1
300677,0
300678,1
300679,0
300680,1
300681,1
300682,1
300683,1
300684,0
300685,1
300686,1
300687,0
300688,0
300689,1
300690,1
300691,0
300692,0
300693,1
300694,1
300695,0
300696,1
300697,0
300698,1
300699,1
300700,1
300701,1
300702,0
300703,0
300704,0
300705,0
300706,1
300707,1
300708,0
300709,0
300710,1
300711,1
300712,1
300713,0
300714,0
300715,1
300716,1
300717,1
300718,1
300719,1
300720,1
300721,1
300722,0
300723,0
300724,1
300725,0
300726,1
300727,1
300728,0
300729,0
300730,0
300731,1
300732,0
300733,1
300734,0
300735,0
300736,1
300737,1
300738,1
300739,0
300740,1
300741,0
300742,1
300743,0
300744,0
300745,1
300746,0
300747,1
300748,1
300749,0
300750,0
300751,0
300752,1
300753,1
300754,0
300755,1
300756,1
300757,1
300758,1
300759,0
300760,0
300761,1
300762,1
300763,1
300764,1
300765,0
300766,1
300767,0
300768,0
300769,1
300770,0
300771,1
300772,0
300773,0
300774,0
300775,1
300776,0
300777,1
300778,1
300779,1
300780,1
300781,0
300782,1
300783,0
300784,1
300785,1
300786,0
300787,1
300788,0
300789,1
300790,0
300791,1
300792,1
300793,1
300794,1
300795,1
300796,1
300797,1
300798,0
300799,1
300800,0
300801,0
300802,0
300803,1
300804,0
300805,1
300806,1
300807,1
300808,0
300809,1
300810,0
300811,1
300812,1
300813,0
300814,1
300815,1
300816,1
300817,1
300818,0
300819,1
300820,0
300821,1
300822,1
300823,1
300824,1
300825,0
300826,1
300827,0
300828,1
300829,1
300830,1
300831,1
300832,1
300833,0
300834,1
300835,1
300836,1
300837,1
300838,0
300839,0
300840,1
300841,1
300842,1
300843,0
300844,0
300845,1
300846,1
300847,1
300848,0
300849,0
300850,0
300851,1
300852,1
300853,0
300854,0
300855,1
300856,0
300857,1
300858,1
300859,0
300860,1
300861,0
300862,0
300863,0
300864,1
300865,1
300866,1
300867,1
300868,0
300869,1
300870,1
300871,1
300872,1
300873,0
300874,1
300875,1
300876,1
300877,0
300878,1
300879,1
300880,1
300881,0
300882,0
300883,1
300884,1
300885,1
300886,1
300887,1
300888,1
300889,1
300890,1
300891,1
300892,0
300893,1
300894,1
300895,0
300896,1
300897,0
300898,1
300899,1
300900,1
300901,1
300902,0
300903,1
300904,1
300905,0
300906,1
300907,1
300908,0
300909,1
300910,1
300911,1
300912,1
300913,0
300914,0
300915,1
300916,0
300917,1
300918,0
300919,1
300920,1
300921,0
300922,1
300923,1
300924,0
300925,0
300926,1
300927,1
300928,1
300929,1
300930,0
300931,1
300932,1
300933,1
300934,1
300935,1
300936,0
300937,0
300938,1
300939,1
300940,0
300941,0
300942,0
300943,0
300944,1
300945,1
300946,1
300947,0
300948,0
300949,1
300950,0
300951,1
300952,1
300953,1
300954,1
300955,0
300956,1
300957,1
300958,1
300959,1
300960,1
300961,1
300962,1
300963,1
300964,0
300965,1
300966,1
300967,1
300968,0
300969,1
300970,1
300971,1
300972,1
300973,0
300974,1
300975,0
300976,1
300977,1
300978,0
300979,0
300980,1
300981,0
300982,1
300983,1
300984,1
300985,1
300986,0
300987,1
300988,1
300989,1
300990,1
300991,1
300992,0
300993,0
300994,1
300995,0
300996,0
300997,1
300998,1
300999,1
301000,0
301001,1
301002,1
301003,1
301004,0
301005,1
301006,1
301007,0
301008,0
301009,0
301010,1
301011,0
301012,1
301013,0
301014,1
301015,1
301016,0
301017,1
301018,1
301019,0
301020,1
301021,1
301022,1
301023,0
301024,0
301025,1
301026,1
301027,1
301028,1
301029,1
301030,1
301031,1
301032,1
301033,1
301034,1
301035,0
301036,0
301037,0
301038,0
301039,0
301040,0
301041,0
301042,0
301043,1
301044,1
301045,1
301046,1
301047,0
301048,1
301049,1
301050,1
301051,1
301052,1
301053,0
301054,1
301055,0
301056,1
301057,0
301058,1
301059,1
301060,1
301061,1
301062,1
301063,0
301064,0
301065,0
301066,1
301067,1
301068,1
301069,0
301070,0
301071,1
301072,1
301073,1
301074,1
301075,1
301076,1
301077,1
301078,0
301079,1
301080,1
301081,1
301082,1
301083,0
301084,0
301085,0
301086,0
301087,1
301088,1
301089,1
301090,0
301091,0
301092,1
301093,1
301094,0
301095,0
301096,1
301097,0
301098,1
301099,1
301100,1
301101,0
301102,1
301103,1
301104,0
301105,1
301106,1
301107,1
301108,0
301109,1
301110,1
301111,1
301112,0
301113,1
301114,1
301115,1
301116,1
301117,0
301118,0
301119,1
301120,1
301121,1
301122,1
301123,1
301124,1
301125,1
301126,1
301127,0
301128,0
301129,1
301130,0
301131,1
301132,1
301133,1
301134,1
301135,1
301136,1
301137,1
301138,0
301139,1
301140,1
301141,0
301142,1
301143,1
301144,1
301145,1
301146,1
301147,1
301148,1
301149,0
301150,0
301151,0
301152,0
301153,1
301154,1
301155,1
301156,1
301157,1
301158,1
301159,1
301160,0
301161,1
301162,1
301163,0
301164,1
301165,1
301166,1
301167,1
301168,1
301169,1
301170,1
301171,0
301172,1
301173,0
301174,1
301175,1
301176,0
301177,0
301178,1
301179,1
301180,0
301181,1
301182,0
301183,1
301184,0
301185,1
301186,0
301187,0
301188,1
301189,0
301190,0
301191,0
301192,1
301193,1
301194,0
301195,0
301196,0
301197,0
301198,1
301199,1
301200,1
301201,0
301202,0
301203,0
301204,0
301205,1
301206,0
301207,1
301208,0
301209,0
301210,1
301211,1
301212,1
301213,1
301214,1
301215,1
301216,1
301217,0
301218,1
301219,1
301220,1
301221,1
301222,0
301223,0
301224,0
301225,0
301226,1
301227,0
301228,1
301229,1
301230,1
301231,0
301232,1
301233,1
301234,1
301235,1
301236,1
301237,1
301238,0
301239,1
301240,0
301241,1
301242,1
301243,0
301244,0
301245,1
301246,0
301247,0
301248,0
301249,0
301250,0
301251,0
301252,1
301253,1
301254,1
301255,0
301256,0
301257,0
301258,1
301259,1
301260,0
301261,0
301262,1
301263,1
301264,0
301265,0
301266,1
301267,0
301268,1
301269,1
301270,1
301271,0
301272,1
301273,0
301274,0
301275,0
301276,1
301277,0
301278,1
301279,0
301280,1
301281,1
301282,0
301283,0
301284,0
301285,1
301286,1
301287,0
301288,1
301289,1
301290,1
301291,1
301292,0
301293,0
301294,1
301295,0
301296,1
301297,1
301298,1
301299,1
301300,1
301301,1
301302,1
301303,1
301304,0
301305,0
301306,1
301307,1
301308,1
301309,0
301310,1
301311,0
301312,1
301313,1
301314,0
301315,1
301316,1
301317,1
301318,1
301319,0
301320,1
301321,1
301322,1
301323,0
301324,1
301325,1
301326,0
301327,1
301328,1
301329,0
301330,1
301331,1
301332,1
301333,1
301334,0
301335,1
301336,1
301337,1
301338,0
301339,0
301340,1
301341,1
301342,1
301343,1
301344,1
301345,1
301346,1
301347,1
301348,1
301349,1
301350,0
301351,1
301352,1
301353,0
301354,0
301355,1
301356,0
301357,1
301358,1
301359,1
301360,0
301361,1
301362,1
301363,1
301364,0
301365,1
301366,0
301367,0
301368,1
301369,1
301370,0
301371,0
301372,0
301373,1
301374,0
301375,0
301376,1
301377,1
301378,0
301379,0
301380,1
301381,1
301382,0
301383,1
301384,1
301385,0
301386,0
301387,1
301388,0
301389,1
301390,1
301391,1
301392,1
301393,0
301394,0
301395,1
301396,0
301397,0
301398,1
301399,0
301400,0
301401,1
301402,1
301403,1
301404,0
301405,1
301406,1
301407,0
301408,1
301409,1
301410,1
301411,0
301412,0
301413,0
301414,0
301415,1
301416,1
301417,1
301418,1
301419,1
301420,0
301421,0
301422,0
301423,1
301424,0
301425,0
301426,0
301427,1
301428,1
301429,0
301430,1
301431,1
301432,1
301433,0
301434,1
301435,1
301436,1
301437,1
301438,1
301439,1
301440,0
301441,1
301442,1
301443,1
301444,0
301445,1
301446,1
301447,0
301448,0
301449,0
301450,1
301451,1
301452,0
301453,1
301454,1
301455,0
301456,0
301457,1
301458,0
301459,0
301460,0
301461,0
301462,1
301463,1
301464,1
301465,1
301466,1
301467,1
301468,1
301469,1
301470,1
301471,0
301472,1
301473,0
301474,0
301475,0
301476,1
301477,1
301478,0
301479,1
301480,1
301481,0
301482,1
301483,1
301484,1
301485,1
301486,1
301487,1
301488,0
301489,1
301490,1
301491,1
301492,0
301493,1
301494,0
301495,1
301496,1
301497,1
301498,1
301499,1
301500,0
301501,0
301502,0
301503,1
301504,1
301505,1
301506,0
301507,1
301508,1
301509,0
301510,1
301511,0
301512,0
301513,1
301514,1
301515,1
301516,1
301517,1
301518,1
301519,1
301520,1
301521,1
301522,1
301523,1
301524,0
301525,0
301526,1
301527,1
301528,0
301529,0
301530,0
301531,1
301532,0
301533,1
301534,1
301535,1
301536,1
301537,1
301538,0
301539,0
301540,0
301541,0
301542,1
301543,0
301544,1
301545,0
301546,0
301547,0
301548,1
301549,1
301550,1
301551,1
301552,1
301553,1
301554,1
301555,1
301556,1
301557,1
301558,0
301559,0
301560,0
301561,1
301562,0
301563,0
301564,1
301565,1
301566,1
301567,1
301568,1
301569,1
301570,0
301571,1
301572,0
301573,1
301574,1
301575,1
301576,0
301577,1
301578,0
301579,1
301580,0
301581,0
301582,1
301583,1
301584,0
301585,1
301586,1
301587,1
301588,1
301589,1
301590,0
301591,0
301592,1
301593,0
301594,0
301595,0
301596,1
301597,1
301598,0
301599,0
301600,0
301601,0
301602,1
301603,1
301604,1
301605,1
301606,0
301607,1
301608,1
301609,1
301610,1
301611,0
301612,1
301613,1
301614,1
301615,0
301616,0
301617,0
301618,1
301619,1
301620,1
301621,0
301622,1
301623,1
301624,0
301625,1
301626,1
301627,1
301628,1
301629,0
301630,0
301631,1
301632,1
301633,0
301634,1
301635,1
301636,1
301637,1
301638,1
301639,1
301640,1
301641,0
301642,0
301643,1
301644,1
301645,1
301646,1
301647,0
301648,1
301649,0
301650,1
301651,1
301652,0
301653,1
301654,1
301655,1
301656,0
301657,0
301658,1
301659,1
301660,0
301661,1
301662,0
301663,1
301664,0
301665,1
301666,1
301667,1
301668,0
301669,1
301670,1
301671,0
301672,0
301673,1
301674,1
301675,0
301676,1
301677,1
301678,1
301679,1
301680,0
301681,1
301682,1
301683,0
301684,0
301685,1
301686,0
301687,1
301688,0
301689,1
301690,1
301691,1
301692,1
301693,0
301694,1
301695,1
301696,1
301697,1
301698,0
301699,0
301700,1
301701,1
301702,0
301703,1
301704,1
301705,1
301706,1
301707,0
301708,0
301709,1
301710,1
301711,1
301712,0
301713,1
301714,0
301715,1
301716,0
301717,1
301718,1
301719,1
301720,0
301721,1
301722,1
301723,0
301724,1
301725,1
301726,0
301727,1
301728,1
301729,1
301730,1
301731,0
301732,0
301733,0
301734,1
301735,0
301736,1
301737,0
301738,1
301739,1
301740,1
301741,1
301742,0
301743,1
301744,1
301745,0
301746,1
301747,1
301748,1
301749,1
301750,0
301751,1
301752,1
301753,1
301754,0
301755,0
301756,0
301757,1
301758,1
301759,0
301760,1
301761,1
301762,1
301763,1
301764,1
301765,1
301766,1
301767,0
301768,1
301769,1
301770,0
301771,1
301772,0
301773,1
301774,1
301775,0
301776,0
301777,0
301778,1
301779,1
301780,0
301781,1
301782,1
301783,1
301784,1
301785,1
301786,0
301787,0
301788,1
301789,0
301790,1
301791,0
301792,0
301793,0
301794,0
301795,1
301796,1
301797,1
301798,0
301799,1
301800,1
301801,0
301802,1
301803,1
301804,1
301805,1
301806,0
301807,1
301808,0
301809,0
301810,0
301811,0
301812,1
301813,1
301814,1
301815,1
301816,1
301817,1
301818,0
301819,1
301820,1
301821,1
301822,0
301823,1
301824,1
301825,1
301826,1
301827,1
301828,0
301829,0
301830,1
301831,0
301832,1
301833,1
301834,1
301835,0
301836,1
301837,0
301838,0
301839,1
301840,1
301841,1
301842,0
301843,0
301844,1
301845,1
301846,0
301847,0
301848,1
301849,1
301850,0
301851,1
301852,1
301853,0
301854,1
301855,1
301856,0
301857,1
301858,1
301859,1
301860,1
301861,1
301862,1
301863,0
301864,1
301865,1
301866,0
301867,1
301868,0
301869,0
301870,0
301871,1
301872,0
301873,1
301874,1
301875,1
301876,1
301877,1
301878,1
301879,1
301880,1
301881,1
301882,0
301883,1
301884,1
301885,1
301886,1
301887,1
301888,1
301889,1
301890,0
301891,1
301892,0
301893,1
301894,1
301895,1
301896,1
301897,0
301898,1
301899,0
301900,1
301901,1
301902,1
301903,1
301904,1
301905,1
301906,1
301907,0
301908,1
301909,1
301910,0
301911,0
301912,1
301913,1
301914,0
301915,0
301916,0
301917,1
301918,0
301919,1
301920,1
301921,1
301922,0
301923,1
301924,0
301925,1
301926,0
301927,1
301928,0
301929,1
301930,0
301931,1
301932,1
301933,1
301934,1
301935,0
301936,0
301937,0
301938,0
301939,1
301940,1
301941,1
301942,1
301943,1
301944,1
301945,0
301946,1
301947,1
301948,1
301949,1
301950,1
301951,0
301952,1
301953,0
301954,0
301955,1
301956,1
301957,1
301958,0
301959,0
301960,1
301961,1
301962,1
301963,1
301964,1
301965,1
301966,1
301967,1
301968,1
301969,1
301970,0
301971,1
301972,1
301973,0
301974,1
301975,1
301976,1
301977,1
301978,0
301979,0
301980,1
301981,0
301982,1
301983,0
301984,1
301985,0
301986,1
301987,0
301988,1
301989,0
301990,1
301991,1
301992,0
301993,0
301994,0
301995,0
301996,0
301997,1
301998,0
301999,1
302000,1
302001,0
302002,0
302003,0
302004,1
302005,1
302006,1
302007,1
302008,1
302009,1
302010,1
302011,1
302012,1
302013,1
302014,1
302015,0
302016,1
302017,1
302018,1
302019,0
302020,0
302021,1
302022,1
302023,0
302024,0
302025,0
302026,0
302027,0
302028,0
302029,1
302030,0
302031,1
302032,1
302033,0
302034,0
302035,0
302036,1
302037,1
302038,1
302039,1
302040,1
302041,1
302042,1
302043,0
302044,0
302045,1
302046,1
302047,1
302048,1
302049,0
302050,1
302051,1
302052,1
302053,1
302054,1
302055,0
302056,1
302057,0
302058,1
302059,0
302060,0
302061,0
302062,1
302063,0
302064,1
302065,1
302066,0
302067,1
302068,1
302069,1
302070,1
302071,0
302072,1
302073,1
302074,0
302075,0
302076,1
302077,1
302078,1
302079,0
302080,1
302081,0
302082,1
302083,1
302084,1
302085,0
302086,0
302087,1
302088,1
302089,1
302090,1
302091,0
302092,0
302093,1
302094,1
302095,1
302096,1
302097,1
302098,1
302099,0
302100,0
302101,0
302102,0
302103,1
302104,0
302105,1
302106,0
302107,0
302108,0
302109,0
302110,0
302111,0
302112,0
302113,0
302114,0
302115,1
302116,0
302117,1
302118,0
302119,0
302120,1
302121,0
302122,1
302123,1
302124,1
302125,1
302126,0
302127,1
302128,0
302129,0
302130,0
302131,0
302132,1
302133,1
302134,1
302135,1
302136,0
302137,0
302138,0
302139,0
302140,1
302141,1
302142,0
302143,1
302144,0
302145,0
302146,1
302147,0
302148,1
302149,1
302150,1
302151,1
302152,1
302153,0
302154,0
302155,1
302156,0
302157,0
302158,0
302159,1
302160,1
302161,0
302162,1
302163,0
302164,1
302165,0
302166,1
302167,0
302168,1
302169,0
302170,0
302171,1
302172,1
302173,0
302174,1
302175,0
302176,0
302177,1
302178,1
302179,1
302180,1
302181,1
302182,0
302183,0
302184,1
302185,1
302186,1
302187,1
302188,1
302189,0
302190,1
302191,1
302192,0
302193,0
302194,1
302195,1
302196,1
302197,0
302198,0
302199,1
302200,0
302201,1
302202,1
302203,0
302204,1
302205,1
302206,1
302207,1
302208,0
302209,0
302210,0
302211,1
302212,0
302213,1
302214,0
302215,1
302216,0
302217,1
302218,0
302219,0
302220,1
302221,1
302222,1
302223,0
302224,1
302225,1
302226,1
302227,0
302228,1
302229,1
302230,1
302231,1
302232,0
302233,1
302234,0
302235,1
302236,0
302237,0
302238,1
302239,0
302240,1
302241,1
302242,1
302243,1
302244,1
302245,1
302246,1
302247,1
302248,0
302249,0
302250,0
302251,1
302252,1
302253,0
302254,0
302255,0
302256,1
302257,0
302258,1
302259,0
302260,1
302261,1
302262,0
302263,0
302264,0
302265,1
302266,1
302267,1
302268,1
302269,1
302270,0
302271,1
302272,1
302273,1
302274,0
302275,0
302276,1
302277,1
302278,1
302279,1
302280,0
302281,1
302282,1
302283,0
302284,0
302285,1
302286,1
302287,1
302288,1
302289,0
302290,0
302291,0
302292,1
302293,1
302294,0
302295,1
302296,1
302297,1
302298,1
302299,0
302300,0
302301,1
302302,1
302303,0
302304,1
302305,0
302306,1
302307,0
302308,0
302309,1
302310,0
302311,1
302312,1
302313,1
302314,1
302315,0
302316,1
302317,1
302318,0
302319,1
302320,1
302321,1
302322,1
302323,0
302324,0
302325,0
302326,0
302327,1
302328,1
302329,1
302330,1
302331,0
302332,1
302333,0
302334,0
302335,0
302336,0
302337,0
302338,1
302339,1
302340,1
302341,0
302342,0
302343,0
302344,1
302345,1
302346,0
302347,0
302348,1
302349,0
302350,1
302351,1
302352,0
302353,1
302354,1
302355,0
302356,1
302357,1
302358,0
302359,1
302360,1
302361,0
302362,0
302363,1
302364,1
302365,0
302366,0
302367,1
302368,0
302369,0
302370,0
302371,1
302372,0
302373,1
302374,1
302375,1
302376,1
302377,0
302378,1
302379,0
302380,1
302381,1
302382,0
302383,1
302384,1
302385,1
302386,1
302387,1
302388,0
302389,1
302390,1
302391,0
302392,0
302393,1
302394,1
302395,1
302396,0
302397,1
302398,0
302399,0
302400,1
302401,0
302402,1
302403,1
302404,0
302405,0
302406,1
302407,0
302408,0
302409,1
302410,0
302411,1
302412,1
302413,0
302414,1
302415,1
302416,1
302417,1
302418,1
302419,0
302420,1
302421,1
302422,1
302423,0
302424,0
302425,1
302426,1
302427,0
302428,0
302429,0
302430,0
302431,1
302432,1
302433,1
302434,0
302435,0
302436,0
302437,0
302438,1
302439,1
302440,1
302441,1
302442,0
302443,1
302444,1
302445,0
302446,0
302447,1
302448,0
302449,1
302450,1
302451,1
302452,1
302453,1
302454,1
302455,1
302456,0
302457,1
302458,1
302459,1
302460,1
302461,1
302462,1
302463,1
302464,0
302465,1
302466,0
302467,1
302468,1
302469,1
302470,1
302471,0
302472,1
302473,1
302474,1
302475,1
302476,0
302477,0
302478,1
302479,0
302480,1
302481,1
302482,1
302483,1
302484,0
302485,0
302486,1
302487,0
302488,0
302489,1
302490,1
302491,1
302492,1
302493,0
302494,0
302495,0
302496,0
302497,1
302498,0
302499,0
302500,1
302501,1
302502,1
302503,0
302504,1
302505,1
302506,1
302507,0
302508,1
302509,1
302510,1
302511,0
302512,1
302513,0
302514,1
302515,0
302516,0
302517,1
302518,1
302519,1
302520,0
302521,1
302522,1
302523,1
302524,1
302525,1
302526,0
302527,1
302528,1
302529,0
302530,1
302531,0
302532,1
302533,0
302534,1
302535,0
302536,1
302537,1
302538,1
302539,1
302540,0
302541,0
302542,1
302543,1
302544,1
302545,1
302546,1
302547,1
302548,0
302549,1
302550,1
302551,1
302552,1
302553,1
302554,1
302555,1
302556,1
302557,0
302558,0
302559,0
302560,1
302561,0
302562,1
302563,1
302564,1
302565,1
302566,1
302567,1
302568,0
302569,1
302570,0
302571,0
302572,1
302573,1
302574,1
302575,0
302576,0
302577,1
302578,1
302579,1
302580,1
302581,0
302582,0
302583,0
302584,1
302585,1
302586,1
302587,1
302588,0
302589,0
302590,0
302591,0
302592,0
302593,1
302594,1
302595,1
302596,1
302597,1
302598,1
302599,0
302600,0
302601,0
302602,0
302603,0
302604,0
302605,1
302606,1
302607,0
302608,0
302609,1
302610,1
302611,1
302612,1
302613,1
302614,1
302615,0
302616,1
302617,1
302618,1
302619,0
302620,0
302621,1
302622,1
302623,0
302624,0
302625,1
302626,0
302627,1
302628,0
302629,0
302630,1
302631,1
302632,1
302633,1
302634,1
302635,1
302636,1
302637,1
302638,0
302639,0
302640,0
302641,0
302642,1
302643,0
302644,1
302645,0
302646,1
302647,1
302648,1
302649,1
302650,0
302651,1
302652,1
302653,1
302654,0
302655,0
302656,1
302657,1
302658,0
302659,1
302660,1
302661,1
302662,1
302663,1
302664,0
302665,1
302666,1
302667,0
302668,1
302669,0
302670,1
302671,1
302672,1
302673,1
302674,1
302675,1
302676,1
302677,1
302678,1
302679,1
302680,0
302681,0
302682,1
302683,1
302684,0
302685,0
302686,1
302687,1
302688,1
302689,0
302690,1
302691,1
302692,1
302693,1
302694,0
302695,0
302696,0
302697,1
302698,1
302699,1
302700,1
302701,1
302702,0
302703,1
302704,1
302705,0
302706,1
302707,1
302708,1
302709,0
302710,1
302711,0
302712,1
302713,1
302714,1
302715,0
302716,0
302717,1
302718,0
302719,1
302720,0
302721,1
302722,1
302723,0
302724,1
302725,1
302726,0
302727,0
302728,1
302729,1
302730,0
302731,1
302732,0
302733,0
302734,0
302735,1
302736,1
302737,0
302738,0
302739,1
302740,1
302741,0
302742,1
302743,1
302744,0
302745,1
302746,0
302747,1
302748,1
302749,0
302750,0
302751,0
302752,1
302753,0
302754,0
302755,1
302756,0
302757,0
302758,0
302759,0
302760,1
302761,0
302762,0
302763,1
302764,1
302765,0
302766,0
302767,1
302768,0
302769,0
302770,1
302771,0
302772,1
302773,0
302774,1
302775,0
302776,0
302777,1
302778,1
302779,1
302780,1
302781,1
302782,1
302783,1
302784,0
302785,0
302786,1
302787,1
302788,1
302789,0
302790,0
302791,0
302792,1
302793,1
302794,1
302795,0
302796,1
302797,1
